family,depth_bin,depth_center,K,normalized_mode_energy,n_tasks
Classification,0,0.045454545454545456,46,0.00566008766533706,3
Classification,0,0.045454545454545456,47,0.00538051470415465,3
Classification,0,0.045454545454545456,48,0.0050375897304672955,2
Classification,0,0.045454545454545456,49,0.00492470930177192,2
Classification,0,0.045454545454545456,50,0.004853151743312604,2
Classification,0,0.045454545454545456,51,0.004753477058362366,2
Classification,0,0.045454545454545456,52,0.004615389112552803,2
Classification,0,0.045454545454545456,53,0.0045368531792798275,2
Classification,0,0.045454545454545456,54,0.004422939853517716,2
Classification,0,0.045454545454545456,55,0.004313106239076856,2
Classification,0,0.045454545454545456,56,0.004257017065304897,2
Classification,0,0.045454545454545456,57,0.004208964606320465,2
Classification,0,0.045454545454545456,58,0.0040683824432967836,2
Classification,0,0.045454545454545456,59,0.0040496512913126255,2
Classification,0,0.045454545454545456,60,0.0039501731216234105,2
Classification,0,0.045454545454545456,61,0.003920018078903073,2
Classification,0,0.045454545454545456,62,0.0038552935430936075,2
Classification,0,0.045454545454545456,63,0.0037438148260405014,2
Classification,0,0.045454545454545456,64,0.003675714896495406,2
Classification,0,0.045454545454545456,65,0.0036500846123332688,2
Classification,0,0.045454545454545456,66,0.0035060994407317726,2
Classification,0,0.045454545454545456,67,0.003473250027664643,2
Classification,0,0.045454545454545456,68,0.0034134935210631302,2
Classification,0,0.045454545454545456,69,0.0033646631439216168,2
Classification,0,0.045454545454545456,70,0.0032995677477847952,2
Classification,0,0.045454545454545456,71,0.0032551914714904727,2
Classification,0,0.045454545454545456,72,0.003186892952349188,2
Classification,0,0.045454545454545456,73,0.0031534915804303774,2
Classification,0,0.045454545454545456,74,0.0031104631057374205,2
Classification,0,0.045454545454545456,75,0.0030307436338380097,2
Classification,0,0.045454545454545456,76,0.003031422905168491,2
Classification,0,0.045454545454545456,77,0.0029182898682397758,2
Classification,0,0.045454545454545456,78,0.00290071077376727,2
Classification,0,0.045454545454545456,79,0.0028414471238206837,2
Classification,0,0.045454545454545456,80,0.0027805141384164333,2
Classification,1,0.13636363636363635,1,0.22225468946740132,3
Classification,1,0.13636363636363635,2,0.05057082842163104,3
Classification,1,0.13636363636363635,3,0.0449910717668682,3
Classification,1,0.13636363636363635,4,0.03999402437333302,3
Classification,1,0.13636363636363635,5,0.03592734128642714,3
Classification,1,0.13636363636363635,6,0.031115954897934228,3
Classification,1,0.13636363636363635,7,0.028416577302624712,3
Classification,1,0.13636363636363635,8,0.02617982196277901,3
Classification,1,0.13636363636363635,9,0.023732368638292395,3
Classification,1,0.13636363636363635,10,0.022840465957134515,3
Classification,1,0.13636363636363635,11,0.02129214587441272,3
Classification,1,0.13636363636363635,12,0.01980116899206331,3
Classification,1,0.13636363636363635,13,0.01903794061143084,3
Classification,1,0.13636363636363635,14,0.017747632441313544,3
Classification,1,0.13636363636363635,15,0.016705993944293573,3
Classification,1,0.13636363636363635,16,0.016054349287655992,3
Classification,1,0.13636363636363635,17,0.014969982223412809,3
Classification,1,0.13636363636363635,18,0.014566736037924181,3
Classification,1,0.13636363636363635,19,0.01379081762506936,3
Classification,1,0.13636363636363635,20,0.013162634608626185,3
Classification,1,0.13636363636363635,21,0.01265327906001828,3
Classification,1,0.13636363636363635,22,0.012322931740102577,3
Classification,1,0.13636363636363635,23,0.01159412805474447,3
Classification,1,0.13636363636363635,24,0.011154986363202134,3
Classification,1,0.13636363636363635,25,0.010590310257137291,3
Classification,1,0.13636363636363635,26,0.010166431816419262,3
Classification,1,0.13636363636363635,27,0.009797644083685964,3
Classification,1,0.13636363636363635,28,0.0094212434885356,3
Classification,1,0.13636363636363635,29,0.00922396337392306,3
Classification,1,0.13636363636363635,30,0.00896775364698639,3
Classification,1,0.13636363636363635,31,0.008607104623264339,3
Classification,1,0.13636363636363635,32,0.008358612709393289,3
Classification,1,0.13636363636363635,33,0.008000354209801146,3
Classification,1,0.13636363636363635,34,0.007909991689404662,3
Classification,1,0.13636363636363635,35,0.00750144941915186,3
Classification,1,0.13636363636363635,36,0.007205702496470429,3
Classification,1,0.13636363636363635,37,0.0069427860375454705,3
Classification,1,0.13636363636363635,38,0.006874922917897417,3
Classification,1,0.13636363636363635,39,0.006606337532376674,3
Classification,1,0.13636363636363635,40,0.00643764492937475,3
Classification,1,0.13636363636363635,41,0.006294606406052044,3
Classification,1,0.13636363636363635,42,0.00609281806448398,3
Classification,1,0.13636363636363635,43,0.005825144602972021,3
Classification,1,0.13636363636363635,44,0.005880004309494642,3
Classification,1,0.13636363636363635,45,0.0057989040149076946,3
Classification,1,0.13636363636363635,46,0.005564773733420264,3
Classification,1,0.13636363636363635,47,0.005558208605380769,3
Classification,1,0.13636363636363635,48,0.005302908333250489,2
Classification,1,0.13636363636363635,49,0.0052079125236353715,2
Classification,1,0.13636363636363635,50,0.005044588196573617,2
Classification,1,0.13636363636363635,51,0.004912460045928636,2
Classification,1,0.13636363636363635,52,0.004834513297595317,2
Classification,1,0.13636363636363635,53,0.004641070767635841,2
Classification,1,0.13636363636363635,54,0.004624751915290233,2
Classification,1,0.13636363636363635,55,0.004501535892348249,2
Classification,1,0.13636363636363635,56,0.0044750677477923325,2
Classification,1,0.13636363636363635,57,0.004307130772781258,2
Classification,1,0.13636363636363635,58,0.004244733949910859,2
Classification,1,0.13636363636363635,59,0.004125349113040786,2
Classification,1,0.13636363636363635,60,0.004020886138911852,2
Classification,1,0.13636363636363635,61,0.004071561856748581,2
Classification,1,0.13636363636363635,62,0.003941444762271747,2
Classification,1,0.13636363636363635,63,0.0038490672796805897,2
Classification,1,0.13636363636363635,64,0.003801732213268132,2
Classification,1,0.13636363636363635,65,0.0037448445094420153,2
Classification,1,0.13636363636363635,66,0.003682727432267505,2
Classification,1,0.13636363636363635,67,0.0035713079879431736,2
Classification,1,0.13636363636363635,68,0.0035695859889720394,2
Classification,1,0.13636363636363635,69,0.0034615446326463173,2
Classification,1,0.13636363636363635,70,0.0034145196110339808,2
