task,task_type,fraction,method,utility_spearman,preference_accuracy,ndcg_at_k,regret_at_1,coverage_regret_at_k,near_oracle_hit_5pct,rank_reliability,shortlist_jaccard_at_k,top1_agreement
STS15,STS,0.75,no_precision,0.3074033916394165,0.6096412407468309,0.7792439762480743,0.2827959202150667,0.011232571101807797,0.8571428571428571,0.9978980522583007,0.980952380952381,0.9428571428571428
STS15,STS,0.75,shuffled_precision,0.3022272666463971,0.6088893039052046,0.7767204083522373,0.24898128225842822,0.01183722785173722,0.8571428571428571,0.9969403184393247,0.9701904761904762,0.9611428571428571
STS15,STS,1.0,adaptive_precision,0.28306631256941817,0.6024953721227012,0.7534734882923393,0.3055487561058506,0.011232571101807797,0.8571428571428571,1.0,1.0,1.0
STS15,STS,1.0,fixed_precision,0.28306631256941817,0.6024953721227012,0.7534734882923393,0.3055487561058506,0.011232571101807797,0.8571428571428571,1.0,1.0,1.0
STS15,STS,1.0,no_precision,0.3068021419574215,0.6095892926948828,0.7738684129675051,0.3055487561058506,0.011232571101807797,0.8571428571428571,1.0,1.0,1.0
STS15,STS,1.0,shuffled_precision,0.2830663125694182,0.6024953721227012,0.7534734882923394,0.3055487561058506,0.011232571101807799,0.8571428571428571,1.0,1.0,1.0
STS16,STS,0.25,adaptive_precision,0.6509200116653533,0.7676432552954292,0.8488652941537141,0.14550986192507562,0.01675198450204308,0.8571428571428571,0.9881734290554166,0.8904761904761905,0.9142857142857144
STS16,STS,0.25,fixed_precision,0.6304446733390833,0.7603149314453662,0.8443088472590974,0.15374717748772904,0.01675198450204308,0.8571428571428571,0.9917331302238134,0.9809523809523809,0.8857142857142858
STS16,STS,0.25,no_precision,0.636985263184021,0.7629123340427688,0.8476804413933443,0.15374717748772904,0.01675198450204308,0.8571428571428571,0.9913832192652069,0.9809523809523809,0.8857142857142858
STS16,STS,0.25,shuffled_precision,0.6318302614156031,0.7603051800373538,0.8388122810918822,0.16595091168081094,0.016751984502043085,0.8571428571428571,0.988887389753104,0.9280680272108844,0.916
STS16,STS,0.5,adaptive_precision,0.6082263202635874,0.7489989058560488,0.8121177777897708,0.2451236303242996,0.01675198450204308,0.8571428571428571,0.9963208840848593,0.9333333333333333,0.9142857142857144
STS16,STS,0.5,fixed_precision,0.5917845756727745,0.7429568319878879,0.8055215167884454,0.21591003503132117,0.01675198450204308,0.8571428571428571,0.9965416074608621,0.9714285714285714,1.0
STS16,STS,0.5,no_precision,0.6101267552323454,0.7488657346793993,0.8273845443526154,0.21591003503132117,0.01675198450204308,0.8571428571428571,0.9976376418612443,1.0,1.0
STS16,STS,0.5,shuffled_precision,0.5937777787429962,0.7448251672964716,0.804539004818256,0.22661786059559022,0.016751984502043085,0.8571428571428571,0.9956258366478242,0.9685986394557824,0.9474285714285714
STS16,STS,0.75,adaptive_precision,0.5985300910269854,0.7473128527786913,0.8007804691553752,0.2645993605196186,0.01675198450204308,0.8571428571428571,0.99738313860053,0.9333333333333333,1.0
STS16,STS,0.75,fixed_precision,0.5819389678644338,0.7416522814659461,0.7935245244089824,0.22564790012898064,0.01675198450204308,0.8571428571428571,0.9977961169265518,1.0,0.9428571428571428
STS16,STS,0.75,no_precision,0.6000287042150397,0.7478036083998817,0.8159892909480604,0.22564790012898064,0.01675198450204308,0.8571428571428571,0.9981115406332798,1.0,0.9428571428571428
STS16,STS,0.75,shuffled_precision,0.5856468564975398,0.7420892210894695,0.7984125789196782,0.2541812322706086,0.016751984502043085,0.8571428571428571,0.997705205725951,0.9801904761904762,0.9868571428571429
STS16,STS,1.0,adaptive_precision,0.5822673599692233,0.7416522814659461,0.7953189077727718,0.21591003503132117,0.01675198450204308,0.8571428571428571,1.0,1.0,1.0
STS16,STS,1.0,fixed_precision,0.5822673599692233,0.7416522814659461,0.7953189077727718,0.21591003503132117,0.01675198450204308,0.8571428571428571,1.0,1.0,1.0
STS16,STS,1.0,no_precision,0.596041412004145,0.7465402920061306,0.8145538627831508,0.21591003503132117,0.01675198450204308,0.8571428571428571,1.0,1.0,1.0
STS16,STS,1.0,shuffled_precision,0.5822673599692233,0.7416522814659461,0.7953189077727718,0.21591003503132114,0.016751984502043085,0.8571428571428571,1.0,1.0,1.0
STSBenchmark,STS,0.25,adaptive_precision,0.5594582436197343,0.7311086387732351,0.849825840747474,0.16877509042509375,0.023374381934234238,0.8571428571428571,0.9948487661406916,1.0,0.9428571428571428
STSBenchmark,STS,0.25,fixed_precision,0.5312050185839007,0.7163501550209624,0.8095892862316768,0.18279056910655184,0.023374381934234238,0.8571428571428571,0.9888366292093,0.8761904761904763,0.8571428571428571
STSBenchmark,STS,0.25,no_precision,0.5478821178821179,0.7240152642388668,0.8274301008764585,0.17811874287939913,0.023374381934234238,0.8571428571428571,0.9875910549078252,0.8761904761904763,0.8571428571428571
STSBenchmark,STS,0.25,shuffled_precision,0.5369861006074671,0.7188476988849659,0.8129962779885685,0.18781876746625023,0.02393074158294526,0.8571428571428571,0.9876365996736184,0.9219999999999999,0.9271428571428572
STSBenchmark,STS,0.5,adaptive_precision,0.553575232221195,0.7280945638212719,0.8200637432429635,0.1717359701192167,0.023374381934234238,0.8571428571428571,0.995862100632287,0.9428571428571428,1.0
STSBenchmark,STS,0.5,fixed_precision,0.5098542575436986,0.7077487440096135,0.7648076862806147,0.3207023530005605,0.023374381934234238,0.8571428571428571,0.9908570187576399,0.8761904761904763,0.9142857142857144
STSBenchmark,STS,0.5,no_precision,0.5211120184163663,0.7131530705319525,0.7951775110795907,0.20968854727214167,0.023374381934234238,0.8571428571428571,0.9940451846290356,0.8952380952380953,0.8857142857142858
STSBenchmark,STS,0.5,shuffled_precision,0.5148614781491802,0.7098648916301089,0.7776642509512601,0.26512575164690383,0.024116194799182263,0.8571428571428571,0.9948134176382624,0.9644761904761905,0.8891428571428571
STSBenchmark,STS,0.75,adaptive_precision,0.4990338109095873,0.7081454404808442,0.7594743109538372,0.3263902044612727,0.023374381934234238,0.8571428571428571,0.9982918199812609,0.9714285714285714,0.9142857142857144
STSBenchmark,STS,0.75,fixed_precision,0.4948046239474811,0.7005665886908122,0.7541387311032229,0.3614988558838416,0.023374381934234238,0.8571428571428571,0.9957207140685401,0.9523809523809524,1.0
STSBenchmark,STS,0.75,no_precision,0.5132210646496361,0.7093570570216532,0.7772812787061227,0.30599195301963217,0.023374381934234238,0.8571428571428571,0.9929602819540708,0.9619047619047619,0.8571428571428571
STSBenchmark,STS,0.75,shuffled_precision,0.5011364223354285,0.7026674700041159,0.7615615578206055,0.29335112517074763,0.028567071988870422,0.8571428571428571,0.9964616539981758,0.9819319727891156,0.9642857142857143
STSBenchmark,STS,1.0,adaptive_precision,0.49285435061832583,0.6976275070685009,0.7504643253292459,0.3614988558838416,0.023374381934234238,0.8571428571428571,1.0,1.0,1.0
STSBenchmark,STS,1.0,fixed_precision,0.49285435061832583,0.6976275070685009,0.7504643253292459,0.3614988558838416,0.023374381934234238,0.8571428571428571,1.0,1.0,1.0
STSBenchmark,STS,1.0,no_precision,0.5015758154888591,0.7021411094081902,0.7582654648409,0.3614988558838416,0.023374381934234238,0.8571428571428571,1.0,1.0,1.0
STSBenchmark,STS,1.0,shuffled_precision,0.49285435061832583,0.6976275070685007,0.7504643253292459,0.3614988558838416,0.02337438193423424,0.8571428571428571,1.0,1.0,1.0
