metric,task,model,seed,pearson,spearman,kendall,distance,family
Harmora,Banking77Classification.v2,bge_base_en_v15,11,0.5273862188364329,0.5183895865703763,0.41222575117291,0.5612644415492598,Core class-organized
Harmora,Banking77Classification.v2,bge_base_en_v15,22,0.4831827056782845,0.4658501014450003,0.2900847878624182,0.548404646574509,Core class-organized
Harmora,Banking77Classification.v2,bge_base_en_v15,33,0.3616280903268802,0.4518395720782334,0.2595495470347952,0.4792749406647792,Core class-organized
Harmora,Banking77Classification.v2,bge_base_en_v15,44,0.4692402161457191,0.4868658954951506,0.3206200286900411,0.5696031215436327,Core class-organized
InfoNCE,Banking77Classification.v2,bge_base_en_v15,11,0.8079425111880968,0.4658501014450003,0.3206200286900411,0.8582116527252925,Core class-organized
InfoNCE,Banking77Classification.v2,bge_base_en_v15,22,0.7928499038366565,0.4238185133446995,0.1984790653795492,0.8517703502306844,Core class-organized
InfoNCE,Banking77Classification.v2,bge_base_en_v15,33,0.7242328083697046,0.4238185133446995,0.1984790653795492,0.7917395462665295,Core class-organized
InfoNCE,Banking77Classification.v2,bge_base_en_v15,44,0.7693111939257238,0.4588448367616168,0.2900847878624182,0.855847172279725,Core class-organized
LiDAR,Banking77Classification.v2,bge_base_en_v15,11,0.5651672891584757,0.5183895865703763,0.381690510345287,0.5821141081831189,Core class-organized
LiDAR,Banking77Classification.v2,bge_base_en_v15,22,0.5393597798276669,0.4973737925202258,0.3206200286900411,0.5785843162507041,Core class-organized
LiDAR,Banking77Classification.v2,bge_base_en_v15,33,0.4401738668340444,0.4938711601785341,0.3206200286900411,0.5024319281128573,Core class-organized
LiDAR,Banking77Classification.v2,bge_base_en_v15,44,0.5401448828709512,0.5394053806205267,0.41222575117291,0.5742455495112462,Core class-organized
Matrix entropy,Banking77Classification.v2,bge_base_en_v15,11,0.7942108352429957,0.4518395720782334,0.2900847878624182,0.8469279227080646,Core class-organized
Matrix entropy,Banking77Classification.v2,bge_base_en_v15,22,0.7802015486094046,0.4308237780280829,0.2290143062071722,0.8406509013858525,Core class-organized
Matrix entropy,Banking77Classification.v2,bge_base_en_v15,33,0.7071271324877112,0.4308237780280829,0.2290143062071722,0.7792587865647597,Core class-organized
Matrix entropy,Banking77Classification.v2,bge_base_en_v15,44,0.7605733568264375,0.4658501014450003,0.3206200286900411,0.847394115939456,Core class-organized
Participation ratio,Banking77Classification.v2,bge_base_en_v15,11,0.7953565134078154,0.6795106742881959,0.5038314736557788,0.8255593775464667,Core class-organized
Participation ratio,Banking77Classification.v2,bge_base_en_v15,22,0.8582199907795647,0.7460606887803388,0.5954371961386479,0.9187566993002636,Core class-organized
Participation ratio,Banking77Classification.v2,bge_base_en_v15,33,0.8681457915249486,0.7670764828304892,0.6259724369662708,0.9236375716267378,Core class-organized
Participation ratio,Banking77Classification.v2,bge_base_en_v15,44,0.8539767986343388,0.7880922768806397,0.6565076777938937,0.8930444871503833,Core class-organized
Spectral gap,Banking77Classification.v2,bge_base_en_v15,11,0.4270196756167311,0.5674264393540605,0.41222575117291,0.6839169324243137,Core class-organized
