metric,task,seed,ndcg_at_1,ndcg_at_3,selected_percentile,top1_overlap,top3_overlap,top5_overlap,ndcg_at_5,regret_at_1,family
Harmora,EmotionClassification.v2,11,0.6222222222222225,0.7976394943327543,0.6047619047619047,0.0,0.3333333333333333,0.2,0.7629037043914225,0.111111111111111,Core class-organized
Harmora,EmotionClassification.v2,22,0.7499999999999998,0.9054195670956294,0.9285714285714286,0.0,0.6666666666666666,0.4,0.8738843641111392,0.0980392156862746,Core class-organized
Harmora,EmotionClassification.v2,33,0.8222222222222222,0.9190445984257398,0.9,0.0,0.6666666666666666,0.4,0.8867552528404524,0.0522875816993464,Core class-organized
Harmora,EmotionClassification.v2,44,0.7346938775510203,0.9072975650725918,0.7857142857142857,0.0,0.6666666666666666,0.4,0.8469418087291399,0.0849673202614379,Core class-organized
InfoNCE,EmotionClassification.v2,11,0.6222222222222225,0.547230251049095,0.6047619047619047,0.0,0.0,0.0,0.5775256971206273,0.111111111111111,Core class-organized
InfoNCE,EmotionClassification.v2,22,0.6833333333333333,0.6066270323156637,0.8571428571428571,0.0,0.0,0.0,0.5984949634440901,0.1241830065359477,Core class-organized
InfoNCE,EmotionClassification.v2,33,0.5777777777777778,0.5481172796017426,0.5666666666666667,0.0,0.0,0.0,0.5481197682930854,0.1241830065359477,Core class-organized
InfoNCE,EmotionClassification.v2,44,0.5714285714285716,0.5795020730976862,0.5047619047619047,0.0,0.0,0.0,0.5967186331848531,0.1372549019607842,Core class-organized
LiDAR,EmotionClassification.v2,11,0.6666666666666667,0.7304419869784222,0.680952380952381,0.0,0.0,0.0,0.7586161990021821,0.0980392156862745,Core class-organized
LiDAR,EmotionClassification.v2,22,0.4999999999999998,0.5815256087057356,0.5142857142857142,0.0,0.0,0.0,0.588103002540628,0.1960784313725491,Core class-organized
LiDAR,EmotionClassification.v2,33,0.5111111111111111,0.5958571119483409,0.4714285714285714,0.0,0.0,0.0,0.5698547986283018,0.1437908496732026,Core class-organized
LiDAR,EmotionClassification.v2,44,0.6530612244897958,0.7597657922448383,0.6619047619047619,0.0,0.3333333333333333,0.2,0.7831407113716028,0.1111111111111111,Core class-organized
Matrix entropy,EmotionClassification.v2,11,0.6222222222222225,0.547230251049095,0.6047619047619047,0.0,0.0,0.0,0.5424665993889585,0.111111111111111,Core class-organized
Matrix entropy,EmotionClassification.v2,22,0.6833333333333333,0.6066270323156637,0.8571428571428571,0.0,0.0,0.0,0.564922538254817,0.1241830065359477,Core class-organized
Matrix entropy,EmotionClassification.v2,33,0.5777777777777778,0.5481172796017426,0.5666666666666667,0.0,0.0,0.0,0.5046467026933609,0.1241830065359477,Core class-organized
Matrix entropy,EmotionClassification.v2,44,0.5714285714285716,0.5795020730976862,0.5047619047619047,0.0,0.0,0.0,0.591541982566471,0.1372549019607842,Core class-organized
Participation ratio,EmotionClassification.v2,11,0.6222222222222225,0.5430468282375779,0.6047619047619047,0.0,0.0,0.0,0.6478237239671923,0.111111111111111,Core class-organized
Participation ratio,EmotionClassification.v2,22,0.6833333333333333,0.6000016030165171,0.8571428571428571,0.0,0.0,0.0,0.6749938954476392,0.1241830065359477,Core class-organized
Participation ratio,EmotionClassification.v2,33,0.5777777777777778,0.5314491076425883,0.5666666666666667,0.0,0.0,0.4,0.6634402497921229,0.1241830065359477,Core class-organized
Participation ratio,EmotionClassification.v2,44,0.5714285714285716,0.5952682420186777,0.5047619047619047,0.0,0.0,0.0,0.6893419850490519,0.1372549019607842,Core class-organized
Spectral gap,EmotionClassification.v2,11,0.488888888888889,0.6195004142512593,0.3428571428571428,0.0,0.0,0.0,0.6364868947111006,0.1503267973856208,Core class-organized
Spectral gap,EmotionClassification.v2,22,0.4999999999999998,0.6398582073231653,0.5142857142857142,0.0,0.0,0.0,0.6694635859166003,0.1960784313725491,Core class-organized
Spectral gap,EmotionClassification.v2,33,0.6222222222222221,0.6885587479816785,0.6190476190476191,0.0,0.0,0.4,0.7523737251121797,0.1111111111111111,Core class-organized
Spectral gap,EmotionClassification.v2,44,0.4285714285714284,0.5836816297183923,0.238095238095238,0.0,0.0,0.0,0.6196538879767902,0.1830065359477125,Core class-organized
Anisotropy,HUMEEmotionClassification,11,0.4285714285714285,0.5094975886117463,0.419047619047619,0.0,0.0,0.0,0.5300472784678905,0.3333333333333333,Core class-organized
Anisotropy,HUMEEmotionClassification,22,1.0,0.8240204777414664,0.9666666666666668,0.0,0.0,0.0,0.7341782093448698,0.0,Core class-organized
Anisotropy,HUMEEmotionClassification,33,0.3999999999999998,0.4122885095908972,0.419047619047619,0.0,0.0,0.0,0.4082523786330347,0.2500000000000001,Core class-organized
Anisotropy,HUMEEmotionClassification,44,0.3333333333333332,0.4514816029166624,0.1238095238095238,0.0,0.0,0.2,0.6212678978812319,0.3333333333333333,Core class-organized
Curvature,HUMEEmotionClassification,11,0.4285714285714285,0.4637302127565569,0.419047619047619,0.0,0.0,0.0,0.537686127893067,0.3333333333333333,Core class-organized
Curvature,HUMEEmotionClassification,22,0.75,0.5432992037642228,0.819047619047619,0.0,0.0,0.0,0.4947763976740955,0.0833333333333333,Core class-organized
Curvature,HUMEEmotionClassification,33,0.0,0.3530721273977242,0.0095238095238095,0.0,0.3333333333333333,0.2,0.390724116950118,0.4166666666666667,Core class-organized
Curvature,HUMEEmotionClassification,44,0.5,0.5914197328472228,0.3952380952380952,0.0,0.0,0.0,0.5908638641692102,0.25,Core class-organized
DiME,HUMEEmotionClassification,11,0.4285714285714285,0.5457673758551894,0.419047619047619,0.0,0.0,0.0,0.4646295759165288,0.3333333333333333,Core class-organized
DiME,HUMEEmotionClassification,22,0.2499999999999999,0.4999999999999999,0.1047619047619047,0.0,0.0,0.0,0.5365170874606766,0.25,Core class-organized
DiME,HUMEEmotionClassification,33,0.1999999999999999,0.3530721273977242,0.1476190476190476,0.0,0.0,0.0,0.3010848438128922,0.3333333333333333,Core class-organized
DiME,HUMEEmotionClassification,44,0.6666666666666666,0.645555191250012,0.7095238095238096,0.0,0.0,0.0,0.710232457249219,0.1666666666666666,Core class-organized
Harmora,HUMEEmotionClassification,11,0.5714285714285714,0.7003441134407086,0.6857142857142857,0.0,0.0,0.0,0.7122033989814281,0.25,Core class-organized
Harmora,HUMEEmotionClassification,22,1.0,0.9259795222585336,0.9666666666666668,0.0,0.3333333333333333,0.2,0.7787812688433496,0.0,Core class-organized
Harmora,HUMEEmotionClassification,33,0.6,0.6592163821931729,0.7333333333333333,0.0,0.0,0.2,0.6559017152283964,0.1666666666666666,Core class-organized
Harmora,HUMEEmotionClassification,44,0.5,0.5597525197222409,0.3952380952380952,0.0,0.0,0.0,0.5456290825864222,0.25,Core class-organized
InfoNCE,HUMEEmotionClassification,11,0.5714285714285714,0.5362697872434431,0.6857142857142857,0.0,0.0,0.0,0.5474487424846786,0.25,Core class-organized
InfoNCE,HUMEEmotionClassification,22,1.0,0.7779385667756009,0.9666666666666668,0.0,0.0,0.0,0.70087358777158,0.0,Core class-organized
InfoNCE,HUMEEmotionClassification,33,0.6,0.4346393630113781,0.7333333333333333,0.0,0.0,0.0,0.4159127758408312,0.1666666666666666,Core class-organized
InfoNCE,HUMEEmotionClassification,44,0.3333333333333332,0.47394984819447,0.1238095238095238,0.0,0.0,0.2,0.635118213103471,0.3333333333333333,Core class-organized
LiDAR,HUMEEmotionClassification,11,0.4285714285714285,0.6183069503420757,0.419047619047619,0.0,0.0,0.2,0.5181319633449875,0.3333333333333333,Core class-organized
LiDAR,HUMEEmotionClassification,22,0.2499999999999999,0.3826803184943107,0.1047619047619047,0.0,0.0,0.0,0.5173295748984434,0.25,Core class-organized
LiDAR,HUMEEmotionClassification,33,0.1999999999999999,0.3530721273977242,0.1476190476190476,0.0,0.0,0.0,0.3566481187533936,0.3333333333333333,Core class-organized
LiDAR,HUMEEmotionClassification,44,0.6666666666666666,0.7742591985416686,0.7095238095238096,0.0,0.3333333333333333,0.2,0.7317948511364987,0.1666666666666666,Core class-organized
Matrix entropy,HUMEEmotionClassification,11,0.4285714285714285,0.5094975886117463,0.419047619047619,0.0,0.0,0.0,0.5300472784678905,0.3333333333333333,Core class-organized
Matrix entropy,HUMEEmotionClassification,22,1.0,0.8240204777414664,0.9666666666666668,0.0,0.0,0.0,0.7341782093448698,0.0,Core class-organized
Matrix entropy,HUMEEmotionClassification,33,0.3999999999999998,0.4122885095908972,0.419047619047619,0.0,0.0,0.0,0.4082523786330347,0.2500000000000001,Core class-organized
Matrix entropy,HUMEEmotionClassification,44,0.3333333333333332,0.4514816029166624,0.1238095238095238,0.0,0.0,0.2,0.6212678978812319,0.3333333333333333,Core class-organized
Participation ratio,HUMEEmotionClassification,11,0.5714285714285714,0.6088093617303294,0.6857142857142857,0.0,0.0,0.0,0.6216486786835864,0.25,Core class-organized
Participation ratio,HUMEEmotionClassification,22,0.75,0.8826803184943108,0.819047619047619,0.0,0.3333333333333333,0.2,0.8458915918428339,0.0833333333333333,Core class-organized
Participation ratio,HUMEEmotionClassification,33,0.7999999999999999,0.6346393630113781,0.938095238095238,0.0,0.0,0.2,0.6895125025685537,0.0833333333333333,Core class-organized
Participation ratio,HUMEEmotionClassification,44,0.5,0.4514816029166624,0.3952380952380952,0.0,0.0,0.0,0.5419779419852447,0.25,Core class-organized
Spectral gap,HUMEEmotionClassification,11,0.7142857142857143,0.6813489362172157,0.8809523809523809,0.0,0.0,0.0,0.6544535173415958,0.1666666666666666,Core class-organized
Spectral gap,HUMEEmotionClassification,22,1.0,0.9413401592471556,0.9666666666666668,0.0,0.3333333333333333,0.2,0.888286617502036,0.0,Core class-organized
Spectral gap,HUMEEmotionClassification,33,0.6,0.5877114904091024,0.7333333333333333,0.0,0.0,0.2,0.6536052570339397,0.1666666666666666,Core class-organized
Spectral gap,HUMEEmotionClassification,44,0.3333333333333332,0.4514816029166624,0.1238095238095238,0.0,0.0,0.0,0.5174038381059967,0.3333333333333333,Core class-organized
Anisotropy,LegalBenchPC,11,0.8539038692449765,0.8239588505304591,0.8857142857142857,0.0,0.0,0.0,0.822965925882518,0.0391927565347101,Pairwise relational
Anisotropy,LegalBenchPC,22,0.8539038692449765,0.8239588505304591,0.8857142857142857,0.0,0.0,0.0,0.822965925882518,0.0391927565347101,Pairwise relational
Anisotropy,LegalBenchPC,33,0.8539038692449765,0.8239588505304591,0.8857142857142857,0.0,0.0,0.0,0.822965925882518,0.0391927565347101,Pairwise relational
Anisotropy,LegalBenchPC,44,0.8539038692449765,0.8239588505304591,0.8857142857142857,0.0,0.0,0.0,0.822965925882518,0.0391927565347101,Pairwise relational
Curvature,LegalBenchPC,11,0.2655051796222062,0.2996403758545284,0.2285714285714285,0.0,0.0,0.0,0.2849209288041742,0.197040650716088,Pairwise relational
Curvature,LegalBenchPC,22,0.2655051796222062,0.2996403758545284,0.2285714285714285,0.0,0.0,0.0,0.2849209288041742,0.197040650716088,Pairwise relational
Curvature,LegalBenchPC,33,0.2655051796222062,0.2996403758545284,0.2285714285714285,0.0,0.0,0.0,0.2849209288041742,0.197040650716088,Pairwise relational
Curvature,LegalBenchPC,44,0.2655051796222062,0.2996403758545284,0.2285714285714285,0.0,0.0,0.0,0.2849209288041742,0.197040650716088,Pairwise relational
DiME,LegalBenchPC,11,0.8175574806797479,0.8410359497968994,0.8380952380952381,0.0,0.0,0.0,0.840346740918568,0.0489432896295367,Pairwise relational
DiME,LegalBenchPC,22,0.8175574806797479,0.8410359497968994,0.8380952380952381,0.0,0.0,0.0,0.840346740918568,0.0489432896295367,Pairwise relational
DiME,LegalBenchPC,33,0.8175574806797479,0.8410359497968994,0.8380952380952381,0.0,0.0,0.0,0.840346740918568,0.0489432896295367,Pairwise relational
DiME,LegalBenchPC,44,0.8175574806797479,0.8410359497968994,0.8380952380952381,0.0,0.0,0.0,0.840346740918568,0.0489432896295367,Pairwise relational
Harmora,LegalBenchPC,11,0.8832891429788607,0.5371670015963739,0.9142857142857144,0.0,0.0,0.0,0.4971024401683882,0.031309660156962,Pairwise relational
Harmora,LegalBenchPC,22,0.8832891429788607,0.5371670015963739,0.9142857142857144,0.0,0.0,0.0,0.4971024401683882,0.031309660156962,Pairwise relational
Harmora,LegalBenchPC,33,0.8832891429788607,0.5371670015963739,0.9142857142857144,0.0,0.0,0.0,0.4971024401683882,0.031309660156962,Pairwise relational
Harmora,LegalBenchPC,44,0.8832891429788607,0.5371670015963739,0.9142857142857144,0.0,0.0,0.0,0.4971024401683882,0.031309660156962,Pairwise relational
InfoNCE,LegalBenchPC,11,0.6656700459501115,0.7907129362263612,0.7238095238095238,0.0,0.0,0.0,0.7879882904094153,0.0896896613457201,Pairwise relational
InfoNCE,LegalBenchPC,22,0.6656700459501115,0.7907129362263612,0.7238095238095238,0.0,0.0,0.0,0.7879882904094153,0.0896896613457201,Pairwise relational
InfoNCE,LegalBenchPC,33,0.6656700459501115,0.7907129362263612,0.7238095238095238,0.0,0.0,0.0,0.7879882904094153,0.0896896613457201,Pairwise relational
InfoNCE,LegalBenchPC,44,0.6656700459501115,0.7907129362263612,0.7238095238095238,0.0,0.0,0.0,0.7879882904094153,0.0896896613457201,Pairwise relational
LiDAR,LegalBenchPC,11,0.8539038692449765,0.7992249181899835,0.8857142857142857,0.0,0.0,0.0,0.7680379190168065,0.0391927565347101,Pairwise relational
LiDAR,LegalBenchPC,22,0.8539038692449765,0.7992249181899835,0.8857142857142857,0.0,0.0,0.0,0.7680379190168065,0.0391927565347101,Pairwise relational
LiDAR,LegalBenchPC,33,0.8539038692449765,0.7992249181899835,0.8857142857142857,0.0,0.0,0.0,0.7680379190168065,0.0391927565347101,Pairwise relational
LiDAR,LegalBenchPC,44,0.8539038692449765,0.7992249181899835,0.8857142857142857,0.0,0.0,0.0,0.7680379190168065,0.0391927565347101,Pairwise relational
Matrix entropy,LegalBenchPC,11,0.8539038692449765,0.8239588505304591,0.8857142857142857,0.0,0.0,0.0,0.8124885497252111,0.0391927565347101,Pairwise relational
Matrix entropy,LegalBenchPC,22,0.8539038692449765,0.8239588505304591,0.8857142857142857,0.0,0.0,0.0,0.8124885497252111,0.0391927565347101,Pairwise relational
Matrix entropy,LegalBenchPC,33,0.8539038692449765,0.8239588505304591,0.8857142857142857,0.0,0.0,0.0,0.8124885497252111,0.0391927565347101,Pairwise relational
Matrix entropy,LegalBenchPC,44,0.8539038692449765,0.8239588505304591,0.8857142857142857,0.0,0.0,0.0,0.8124885497252111,0.0391927565347101,Pairwise relational
Participation ratio,LegalBenchPC,11,0.8539038692449765,0.7992249181899835,0.8857142857142857,0.0,0.0,0.0,0.8073419394313134,0.0391927565347101,Pairwise relational
Participation ratio,LegalBenchPC,22,0.8539038692449765,0.7992249181899835,0.8857142857142857,0.0,0.0,0.0,0.8073419394313134,0.0391927565347101,Pairwise relational
Participation ratio,LegalBenchPC,33,0.8539038692449765,0.7992249181899835,0.8857142857142857,0.0,0.0,0.0,0.8073419394313134,0.0391927565347101,Pairwise relational
Participation ratio,LegalBenchPC,44,0.8539038692449765,0.7992249181899835,0.8857142857142857,0.0,0.0,0.0,0.8073419394313134,0.0391927565347101,Pairwise relational
Spectral gap,LegalBenchPC,11,0.8539038692449765,0.7522339976630114,0.8857142857142857,0.0,0.0,0.0,0.7629943913977898,0.0391927565347101,Pairwise relational
Spectral gap,LegalBenchPC,22,0.8539038692449765,0.7522339976630114,0.8857142857142857,0.0,0.0,0.0,0.7629943913977898,0.0391927565347101,Pairwise relational
Spectral gap,LegalBenchPC,33,0.8539038692449765,0.7522339976630114,0.8857142857142857,0.0,0.0,0.0,0.7629943913977898,0.0391927565347101,Pairwise relational
Spectral gap,LegalBenchPC,44,0.8539038692449765,0.7522339976630114,0.8857142857142857,0.0,0.0,0.0,0.7629943913977898,0.0391927565347101,Pairwise relational
Anisotropy,SICK-R,11,1.0,0.8503834610178433,1.0,1.0,0.3333333333333333,0.6,0.8906532979051464,0.0,Similarity-dominated
Anisotropy,SICK-R,22,1.0,0.8503834610178433,1.0,1.0,0.3333333333333333,0.6,0.8906532979051464,0.0,Similarity-dominated
Anisotropy,SICK-R,33,1.0,0.8503834610178433,1.0,1.0,0.3333333333333333,0.6,0.8906532979051464,0.0,Similarity-dominated
Anisotropy,SICK-R,44,1.0,0.8503834610178433,1.0,1.0,0.3333333333333333,0.6,0.8906532979051464,0.0,Similarity-dominated
Curvature,SICK-R,11,0.9685608088997204,0.9577364595515736,0.9809523809523808,0.0,0.6666666666666666,0.6,0.9567442646321268,0.0108728426748769,Similarity-dominated
Curvature,SICK-R,22,0.9685608088997204,0.9577364595515736,0.9809523809523808,0.0,0.6666666666666666,0.6,0.9567442646321268,0.0108728426748769,Similarity-dominated
Curvature,SICK-R,33,0.9685608088997204,0.9577364595515736,0.9809523809523808,0.0,0.6666666666666666,0.6,0.9567442646321268,0.0108728426748769,Similarity-dominated
Curvature,SICK-R,44,0.9685608088997204,0.9577364595515736,0.9809523809523808,0.0,0.6666666666666666,0.6,0.9567442646321268,0.0108728426748769,Similarity-dominated
DiME,SICK-R,11,0.9453184327993702,0.7933231951453785,0.961904761904762,0.0,0.0,0.2,0.7845602197992401,0.0189109215784776,Similarity-dominated
DiME,SICK-R,22,0.9453184327993702,0.7933231951453785,0.961904761904762,0.0,0.0,0.2,0.7845602197992401,0.0189109215784776,Similarity-dominated
DiME,SICK-R,33,0.9453184327993702,0.7933231951453785,0.961904761904762,0.0,0.0,0.2,0.7845602197992401,0.0189109215784776,Similarity-dominated
DiME,SICK-R,44,0.9453184327993702,0.7933231951453785,0.961904761904762,0.0,0.0,0.2,0.7845602197992401,0.0189109215784776,Similarity-dominated
Harmora,SICK-R,11,0.8919947426736289,0.9470777818302392,0.923809523809524,0.0,0.6666666666666666,0.6,0.9490059270315718,0.0373522387145256,Similarity-dominated
Harmora,SICK-R,22,0.8919947426736289,0.9470777818302392,0.923809523809524,0.0,0.6666666666666666,0.6,0.9490059270315718,0.0373522387145256,Similarity-dominated
Harmora,SICK-R,33,0.8919947426736289,0.9470777818302392,0.923809523809524,0.0,0.6666666666666666,0.6,0.9490059270315718,0.0373522387145256,Similarity-dominated
Harmora,SICK-R,44,0.8919947426736289,0.9470777818302392,0.923809523809524,0.0,0.6666666666666666,0.6,0.9490059270315718,0.0373522387145256,Similarity-dominated
InfoNCE,SICK-R,11,0.8767110976588934,0.8288596792175104,0.9142857142857144,0.0,0.3333333333333333,0.6,0.8749426197309674,0.0426378921276126,Similarity-dominated
InfoNCE,SICK-R,22,0.8767110976588934,0.8288596792175104,0.9142857142857144,0.0,0.3333333333333333,0.6,0.8749426197309674,0.0426378921276126,Similarity-dominated
InfoNCE,SICK-R,33,0.8767110976588934,0.8288596792175104,0.9142857142857144,0.0,0.3333333333333333,0.6,0.8749426197309674,0.0426378921276126,Similarity-dominated
InfoNCE,SICK-R,44,0.8767110976588934,0.8288596792175104,0.9142857142857144,0.0,0.3333333333333333,0.6,0.8749426197309674,0.0426378921276126,Similarity-dominated
LiDAR,SICK-R,11,0.4960025155254081,0.6164193728925416,0.4571428571428571,0.0,0.0,0.0,0.62887544805399,0.174301092535973,Similarity-dominated
LiDAR,SICK-R,22,0.4960025155254081,0.6164193728925416,0.4571428571428571,0.0,0.0,0.0,0.62887544805399,0.174301092535973,Similarity-dominated
LiDAR,SICK-R,33,0.4960025155254081,0.6164193728925416,0.4571428571428571,0.0,0.0,0.0,0.62887544805399,0.174301092535973,Similarity-dominated
LiDAR,SICK-R,44,0.4960025155254081,0.6164193728925416,0.4571428571428571,0.0,0.0,0.0,0.62887544805399,0.174301092535973,Similarity-dominated
Matrix entropy,SICK-R,11,0.8767110976588934,0.8288596792175104,0.9142857142857144,0.0,0.3333333333333333,0.6,0.8749426197309674,0.0426378921276126,Similarity-dominated
Matrix entropy,SICK-R,22,0.8767110976588934,0.8288596792175104,0.9142857142857144,0.0,0.3333333333333333,0.6,0.8749426197309674,0.0426378921276126,Similarity-dominated
Matrix entropy,SICK-R,33,0.8767110976588934,0.8288596792175104,0.9142857142857144,0.0,0.3333333333333333,0.6,0.8749426197309674,0.0426378921276126,Similarity-dominated
Matrix entropy,SICK-R,44,0.8767110976588934,0.8288596792175104,0.9142857142857144,0.0,0.3333333333333333,0.6,0.8749426197309674,0.0426378921276126,Similarity-dominated
Participation ratio,SICK-R,11,0.8767110976588934,0.6784433668735933,0.9142857142857144,0.0,0.0,0.2,0.7043182206554998,0.0426378921276126,Similarity-dominated
Participation ratio,SICK-R,22,0.8767110976588934,0.6784433668735933,0.9142857142857144,0.0,0.0,0.2,0.7043182206554998,0.0426378921276126,Similarity-dominated
Participation ratio,SICK-R,33,0.8767110976588934,0.6784433668735933,0.9142857142857144,0.0,0.0,0.2,0.7043182206554998,0.0426378921276126,Similarity-dominated
Participation ratio,SICK-R,44,0.8767110976588934,0.6784433668735933,0.9142857142857144,0.0,0.0,0.2,0.7043182206554998,0.0426378921276126,Similarity-dominated
Spectral gap,SICK-R,11,1.0,0.8263844629529186,1.0,1.0,0.3333333333333333,0.6,0.8809927286398407,0.0,Similarity-dominated
Spectral gap,SICK-R,22,1.0,0.8263844629529186,1.0,1.0,0.3333333333333333,0.6,0.8809927286398407,0.0,Similarity-dominated
Spectral gap,SICK-R,33,1.0,0.8263844629529186,1.0,1.0,0.3333333333333333,0.6,0.8809927286398407,0.0,Similarity-dominated
Spectral gap,SICK-R,44,1.0,0.8263844629529186,1.0,1.0,0.3333333333333333,0.6,0.8809927286398407,0.0,Similarity-dominated
Anisotropy,STS15,11,0.9371901962772224,0.9131390329856756,0.9428571428571428,0.0,0.0,0.2,0.8633827542811621,0.039619278684613,Similarity-dominated
Anisotropy,STS15,22,0.9371901962772224,0.9131390329856756,0.9428571428571428,0.0,0.0,0.2,0.8633827542811621,0.039619278684613,Similarity-dominated
Anisotropy,STS15,33,0.9371901962772224,0.9131390329856756,0.9428571428571428,0.0,0.0,0.2,0.8633827542811621,0.039619278684613,Similarity-dominated
Anisotropy,STS15,44,0.9371901962772224,0.9131390329856756,0.9428571428571428,0.0,0.0,0.2,0.8633827542811621,0.039619278684613,Similarity-dominated
Curvature,STS15,11,0.5766159279172003,0.7530882183847524,0.3428571428571428,0.0,0.0,0.0,0.6928378360319669,0.2670629511359491,Similarity-dominated
Curvature,STS15,22,0.5766159279172003,0.7530882183847524,0.3428571428571428,0.0,0.0,0.0,0.6928378360319669,0.2670629511359491,Similarity-dominated
Curvature,STS15,33,0.5766159279172003,0.7530882183847524,0.3428571428571428,0.0,0.0,0.0,0.6928378360319669,0.2670629511359491,Similarity-dominated
Curvature,STS15,44,0.5766159279172003,0.7530882183847524,0.3428571428571428,0.0,0.0,0.0,0.6928378360319669,0.2670629511359491,Similarity-dominated
DiME,STS15,11,0.9250197215142688,0.827486044630369,0.9142857142857144,0.0,0.0,0.0,0.80046558113119,0.0472961922041283,Similarity-dominated
DiME,STS15,22,0.9250197215142688,0.827486044630369,0.9142857142857144,0.0,0.0,0.0,0.80046558113119,0.0472961922041283,Similarity-dominated
DiME,STS15,33,0.9250197215142688,0.827486044630369,0.9142857142857144,0.0,0.0,0.0,0.80046558113119,0.0472961922041283,Similarity-dominated
DiME,STS15,44,0.9250197215142688,0.827486044630369,0.9142857142857144,0.0,0.0,0.0,0.80046558113119,0.0472961922041283,Similarity-dominated
Harmora,STS15,11,0.9467195241324006,0.6314878116589412,0.9523809523809524,0.0,0.0,0.4,0.7368870806558572,0.0336083524661883,Similarity-dominated
Harmora,STS15,22,0.9467195241324006,0.6314878116589412,0.9523809523809524,0.0,0.0,0.4,0.7368870806558572,0.0336083524661883,Similarity-dominated
Harmora,STS15,33,0.9467195241324006,0.6314878116589412,0.9523809523809524,0.0,0.0,0.4,0.7368870806558572,0.0336083524661883,Similarity-dominated
Harmora,STS15,44,0.9467195241324006,0.6314878116589412,0.9523809523809524,0.0,0.0,0.4,0.7368870806558572,0.0336083524661883,Similarity-dominated
InfoNCE,STS15,11,0.7938585086796303,0.8786495485069139,0.8571428571428571,0.0,0.0,0.2,0.8491932891066727,0.1300302931868847,Similarity-dominated
InfoNCE,STS15,22,0.7938585086796303,0.8786495485069139,0.8571428571428571,0.0,0.0,0.2,0.8491932891066727,0.1300302931868847,Similarity-dominated
InfoNCE,STS15,33,0.7938585086796303,0.8786495485069139,0.8571428571428571,0.0,0.0,0.2,0.8491932891066727,0.1300302931868847,Similarity-dominated
InfoNCE,STS15,44,0.7938585086796303,0.8786495485069139,0.8571428571428571,0.0,0.0,0.2,0.8491932891066727,0.1300302931868847,Similarity-dominated
LiDAR,STS15,11,0.7037769569808879,0.781840219843075,0.4666666666666667,0.0,0.0,0.0,0.7605224158892488,0.1868520931219254,Similarity-dominated
LiDAR,STS15,22,0.7037769569808879,0.781840219843075,0.4666666666666667,0.0,0.0,0.0,0.7605224158892488,0.1868520931219254,Similarity-dominated
LiDAR,STS15,33,0.7037769569808879,0.781840219843075,0.4666666666666667,0.0,0.0,0.0,0.7605224158892488,0.1868520931219254,Similarity-dominated
LiDAR,STS15,44,0.7037769569808879,0.781840219843075,0.4666666666666667,0.0,0.0,0.0,0.7605224158892488,0.1868520931219254,Similarity-dominated
Matrix entropy,STS15,11,0.9371901962772224,0.9131390329856756,0.9428571428571428,0.0,0.0,0.2,0.8722068032055373,0.039619278684613,Similarity-dominated
Matrix entropy,STS15,22,0.9371901962772224,0.9131390329856756,0.9428571428571428,0.0,0.0,0.2,0.8722068032055373,0.039619278684613,Similarity-dominated
Matrix entropy,STS15,33,0.9371901962772224,0.9131390329856756,0.9428571428571428,0.0,0.0,0.2,0.8722068032055373,0.039619278684613,Similarity-dominated
Matrix entropy,STS15,44,0.9371901962772224,0.9131390329856756,0.9428571428571428,0.0,0.0,0.2,0.8722068032055373,0.039619278684613,Similarity-dominated
Participation ratio,STS15,11,0.9371901962772224,0.8405764434457053,0.9428571428571428,0.0,0.0,0.2,0.849353100204849,0.039619278684613,Similarity-dominated
Participation ratio,STS15,22,0.9371901962772224,0.8405764434457053,0.9428571428571428,0.0,0.0,0.2,0.849353100204849,0.039619278684613,Similarity-dominated
Participation ratio,STS15,33,0.9371901962772224,0.8405764434457053,0.9428571428571428,0.0,0.0,0.2,0.849353100204849,0.039619278684613,Similarity-dominated
Participation ratio,STS15,44,0.9371901962772224,0.8405764434457053,0.9428571428571428,0.0,0.0,0.2,0.849353100204849,0.039619278684613,Similarity-dominated
Spectral gap,STS15,11,0.6399904703883565,0.7336513230783203,0.3904761904761905,0.0,0.0,0.2,0.754844779923449,0.227087445548371,Similarity-dominated
Spectral gap,STS15,22,0.6399904703883565,0.7336513230783203,0.3904761904761905,0.0,0.0,0.2,0.754844779923449,0.227087445548371,Similarity-dominated
Spectral gap,STS15,33,0.6399904703883565,0.7336513230783203,0.3904761904761905,0.0,0.0,0.2,0.754844779923449,0.227087445548371,Similarity-dominated
Spectral gap,STS15,44,0.6399904703883565,0.7336513230783203,0.3904761904761905,0.0,0.0,0.2,0.754844779923449,0.227087445548371,Similarity-dominated
Anisotropy,STS16,11,0.8630660668513416,0.8280031116091152,0.9333333333333332,0.0,0.0,0.0,0.802835181101824,0.0899436386044352,Similarity-dominated
Anisotropy,STS16,22,0.8630660668513416,0.8280031116091152,0.9333333333333332,0.0,0.0,0.0,0.802835181101824,0.0899436386044352,Similarity-dominated
Anisotropy,STS16,33,0.8630660668513416,0.8280031116091152,0.9333333333333332,0.0,0.0,0.0,0.802835181101824,0.0899436386044352,Similarity-dominated
Anisotropy,STS16,44,0.8630660668513416,0.8280031116091152,0.9333333333333332,0.0,0.0,0.0,0.802835181101824,0.0899436386044352,Similarity-dominated
Curvature,STS16,11,0.295684101374581,0.2907193665281095,0.0476190476190476,0.0,0.0,0.0,0.3490364628435373,0.4626226180222981,Similarity-dominated
